file_name,Anorganik,B3,Organik,bungkus_makanan,HDPEM,kaca,kaleng,PET,plastic_shopping_bag,rag,aerosol_cans,battery,glass_cosmetics_containers,medicine_bottle,plastic_detergent_bottles,tablet_capsule,daun,eggshells,food_waste,kardus,kertas,tissue
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/bungkus_makanan/images (19).jpeg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/HDPEM/HDPEM916.JPG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/Glass54.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/image_524.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/image_8.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/image_21.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/HDPEM/HDPEM491.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/PET1,229.jpg",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/00000077.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/PET1,455.jpg",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/bungkus_makanan/moisture-barrier-snack-plastic-packaging-bag-2-2240636.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/00000240.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/00000140.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/image_556.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/Glass1,063.JPG",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/image_464.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/PET1,396.jpg",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/bungkus_makanan/8e80a6ff-3cfc-4797-8ce7-4b74d331b6bb (1).jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/image_56.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/PET1,421.jpg",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/kaleng-8-_jpg.rf.50bd16cfca7f4341834b1e656ea55734.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/image_136.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/image_146.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/image_210.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/bungkus_makanan/Plastic_657.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/Image_239.png,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/00000041.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/image_482.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/image_122.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/image_242.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/Glass1,307.JPG",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/image_332.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/PET1,112.jpg",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/PET1,394.jpg",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/AluCan895.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/bungkus_makanan/bungkus_makanan-1-_jpg.rf.3c1275a581045df3299b1be93ec0a4ae.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/Glass1,022.JPG",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/00000212.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/HDPEM/HDPEM83.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/AluCan112.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/image_30.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/HDPEM/HDPEM970.JPG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/Image_179 (2).png,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/HDPEM/HDPEM959.JPG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/bungkus_makanan/Plastic_674.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/rag/image_513.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/00000299.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/bungkus_makanan/Plastic_716.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/kantong1.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/AluCan72.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/image_401.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/HDPEM/HDPEM2.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/PET1,132.jpg",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/rag/image_127.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/Image_243.png,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/botol_minum-2-_jpg.rf.5b01854fd541b99f0796aad4d05a8510.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/image_251 (1).jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/AluCan865.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/bungkus_makanan/piattos_snack_piatos_snack_kentang_kemasan_1_pack_isi_10_bun.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/Glass1,050.JPG",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/00000363.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/image_228.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/HDPEM/HDPEM264.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/image_43.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/image_280.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/rag/rag (138).jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/Image_187 (2).png,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/bungkus_makanan/images (140).jpeg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/Glass64.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/HDPEM/HDPEM989.JPG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/rag/rag (132).jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/00000054.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/image_484.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/rag/image_241.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/AluCan864.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/bungkus_makanan/image_45.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/bungkus_makanan/Plastic_806.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/image_67.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/Glass230.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/image_237.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/Glass1,001.JPG",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/image_486.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/HDPEM/HDPEM110.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/image_26.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/00000159.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/bungkus_makanan/61R0-fs-hPL-_AC_UF894-1000_QL80_.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/HDPEM/HDPEM521.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/rag/rag (40)(1).jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/rag/rag (263).jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/rag/image_467.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/Image_191.png,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/HDPEM/HDPEM548.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/Glass12.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/00000370.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/00000262.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/botol_minum-12-_jpg.rf.c476ecfa4a30c3c36f67bf695c7da685.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/plastic_shopping_bags/Image_83.png,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/rag/image_130.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/HDPEM/HDPEM1,023.JPG",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaleng/AluCan867.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/rag/image_445.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/PET/image_388.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/Glass1,108.JPG",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/kaggle/input/trashcan-3/dataset-trashcan/Anorganik/kaca/image_328.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
